Place,X-coord,Y-coord,Rooms,CommonR,Sauna,m^2,Age,Price
Töölönkatu 11-15,60.1768658,24.9292422,1H+KT,1,0,27 m²,2018,959 €/kk 
Myllypellontie 1 C,60.2339033,24.9799866,2h+k+s,2,1,"54,5 m²",1998,985 €/kk 
Näyttelijäntie 24 G,60.23249769999999,24.8925323,1h+kt,1,0,25 m²,1959,749 €/kk 
Teljäntie 7,60.2088669,24.8711564,"2 h, keittiö, kph, parveke",2,0,"56,5 m²",1958,1 290 €/kk 
Vuotie 47 C,60.207069,25.148776,1H+KT+VIH,1,0,34 m²,2023,975 €/kk 
Rälssintie 7,60.2411293,24.9860139,3H+K,3,0,"74,5 m²",1990,1 140 €/kk 
Bahamankatu 4,60.1552811,24.9089688,1h+kt+var+p,1,0,33 m²,2021,975 €/kk 
Purilaskuja 2,60.2623494,25.0709871,3H+K+S,3,1,84 m²,2014,1 590 €/kk 
Leikosaarentie 5 B,60.2022437,25.1361032,3h+k,3,0,72 m²,1993,1 089 €/kk 
Malmin kauppatie 6a,60.2490158,25.0051437,3H+KT+S,3,1,"62,5 m²",2001,1 068 €/kk 
Kettutie 4 A,60.2050467,25.0345315,2h+k+kph+vh+p,2,0,51 m²,1956,949 €/kk 
Huhmarekuja 4 A,60.2349943,25.0367082,3h+k+kph+p,3,0,"67,5 m²",2006,1 199 €/kk 
Bertha Pauligin katu 3 A,60.20661619999999,25.1503227,3h+kt+s,3,1,61 m²,2023,1 380 €/kk 
Koirasaarentie 43,60.16939999999999,25.015902,4h + k + kph + s + wc + lasitettu parveke,4,1,95 m²,2023,1 890 €/kk 
Leikosaarentie 5 D,60.2022437,25.1361032,3h+k,3,0,72 m²,1993,1 089 €/kk 
Lönnrotinkatu 12,60.16556920000001,24.9366466,1H+KK,1,0,34 m²,1992,1 089 €/kk 
Kalteentie 2 C,60.2644467,25.0849644,2h+kk,2,0,"39,5 m²",1987,769 €/kk 
Otto Brandtin tie 17,60.2331763,24.9791647,2H+K+S,2,1,53 m²,1998,"934,86 €/kk "
Näyttelijäntie 24 C,60.23205480000001,24.8926067,1h+kt,1,0,25 m²,1959,729 €/kk 
Lapinlahdenkatu 23 B,60.16718830000001,24.9260336,1h+kk,1,0,26 m²,1929,900 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,1h+kt,1,0,28 m²,2023,951 €/kk 
Näyttelijäntie 24 G,60.23249769999999,24.8925323,1h+kt,1,0,25 m²,1959,749 €/kk 
Lapinmäentie 8,60.20797200000001,24.8820419,1H+KT,1,0,"30,5 m²",2023,889 €/kk 
Postiljooninkatu 17 A,60.2175359,24.9250368,1h+kt,1,0,29 m²,2020,874 €/kk 
Kivelänkatu 5-7,60.18025669999999,24.9257701,3h+k+p,3,0,79 m²,1951,1 650 €/kk 
Viljatie 7,60.2540364,25.0115351,2H+KK+S,2,1,"46,5 m²",1998,949 €/kk 
Meri-Rastilan tie 40 A,60.20212180000001,25.1299309,3h+k,3,0,"66,5 m²",1991,1 069 €/kk 
HUOPALAHDENTIE 27 A,60.2073662,24.8801459,2 H + KT,2,0,45 m²,2020,1 169 €/kk 
Porthaninkatu 9 B,60.18267949999999,24.9525453,1h+kk+kph+vh+lp,1,0,"25,5 m²",1961,680 €/kk 
Josafatinkatu 15,60.1872171,24.9442387,1H+K,1,0,"33,5 m²",1942,848 €/kk 
Klaavunpolku 2,60.21414859999999,25.0956891,2h + k,2,0,"52,5 m²",2001,1 060 €/kk 
Korvatunturintie 6 A 35,60.2376248,25.1179932,2H+KT+S,2,1,54 m²,2019,1 070 €/kk 
Von Daehnin katu 11,60.2311509,25.0444668,2H+K,2,0,51 m²,2008,957 €/kk 
Vuotie 49b A,60.2072849,25.1505648,2h+kt,2,0,43 m²,2022,945 €/kk 
Rajametsäntie 26-28,60.22716740000001,24.9336987,2h+k+kph+p+vh,2,0,54 m²,1954,890 €/kk 
Kaivonkatsojantie 8 B 28,60.2050951,25.1360803,2h+kk+s+lasitettu parv,2,1,"45,5 m²",1998,890 €/kk 
Huopalahdentie 31 A,60.20868650000001,24.8797181,1h+kt,1,0,"31,5 m²",2023,935 €/kk 
Pläsinpellonkuja 4B,60.265272,24.9860301,2h+avok+ransk.parv.,2,0,"43,5 m²",2017,790 €/kk 
Sallatunturintie 1,60.2366535,25.1174871,5h + k + kph + v + vh + lasitettuparveke,5,0,112 m²,1968,2 310 €/kk 
Huopalahdentie 31 A,60.20868650000001,24.8797181,1h+kt,1,0,"30,5 m²",2023,860 €/kk 
Tinatie 1,60.2296133,24.8821935,2H+KK,2,0,"46,5 m²",1979,949 €/kk 
Hitsaajankatu 15,60.1927655,25.0324312,2H+KK,2,0,"55,5 m²",1998,960 €/kk 
Taidemaalarinkatu 12 C 29,60.2619279,24.8925156,3H+KT+S,3,1,70 m²,2017,1 265 €/kk 
Koskenhaantie 26,60.2420209,25.0918248,2H+KK,2,0,"38,5 m²",1989,810 €/kk 
Piispantie 3 E,60.2294869,24.8444383,3h+kk+s,3,1,64 m²,1993,1 199 €/kk 
Meri-Rastilan tie 21,60.200803,25.1238629,"3h, k, kph, lasitettu parveke",3,0,"73,5 m²",1991,1 090 €/kk 
Ristiretkeläistenkatu 19,60.2246513,24.9863141,3H+KT,3,0,57 m²,2018,1 309 €/kk 
Urakkatie 2 A,60.239799,24.9605242,2h+k+kph+p,2,0,"56,5 m²",1987,850 €/kk 
Munkkiniemen Puistotie 1 B,60.1967848,24.8840988,"3h, k, kph",3,0,"77,5 m²",1938,1 580 €/kk 
Pakkamestarinkatu 3 D,60.197497,24.9443643,2h+k+kph+lasitettu p,2,0,"59,5 m²",1974,990 €/kk 
Kantelettarentie 15,60.24123319999999,24.8847953,1H+KT,1,0,32 m²,2019,838 €/kk 
Neljäs linja 3-5,60.1822076,24.9531923,2H+KK,2,0,"46,7 m²",1946,1 080 €/kk 
Kanavakatu 3,60.1661508,24.9648117,1h + avok,1,0,23 m²,1929,940 €/kk 
Leikkikuja 2a,60.241957,25.084536,2H+KK,2,0,"49,5 m²",1974,860 €/kk 
Kanneltie 10 A,60.2418825,24.8775691,2h+kk,2,0,40 m²,1958,820 €/kk 
Hiidenkiukaantie 2,60.1796127,24.8522569,2h +k +lasitt.parveke. ylin kerros.,2,0,64 m²,1969,1 320 €/kk 
Leikosaarentie 26,60.2040884,25.1462859,2H+K,2,0,"55,5 m²",2004,940 €/kk 
Leonkatu 21,60.1845736,24.9831232,2H+KT,2,0,44 m²,2016,1 349 €/kk 
Apteekkarinkatu 5 A,60.23336149999999,25.0391349,2h+kt+s,2,1,"53,5 m²",2014,1 106 €/kk 
Lönnrotinkatu 16,60.1649907,24.9357933,1h+k+kph+wc,1,0,13 m²,1927,695 €/kk 
Huopalahdentie 31 A,60.20868650000001,24.8797181,3h+kt+s,3,1,72 m²,2023,1 625 €/kk 
Eerikinkatu 41,60.1638959,24.9255666,2H+KK+S,2,1,53 m²,2007,1 190 €/kk 
Vuotie 49b A,60.2072849,25.1505648,3h+kt+s,3,1,63 m²,2022,1 450 €/kk 
Kumianpää 6,60.1776406,25.0390253,"5h,k,p",5,0,119 m²,1967,1 650 €/kk 
Tuulimyllyntie 7 B,60.2250962,25.0668376,2 H+K,2,0,52 m²,1966,795 €/kk 
Viides Linja 12,60.1834499,24.9524808,1H+K+ET+KPH,1,0,50 m²,1908,1 750 €/kk 
Kalevankatu 22,60.1661168,24.9348421,2h + kk + kph,2,0,50 m²,1932,1 350 €/kk 
Tanhuankuja 2 A,60.2368229,25.0983805,2h+kk,2,0,"50,5 m²",1979,869 €/kk 
Sörnäistenlaituri 3 G,60.18534839999999,24.9836378,2h+kk,2,0,"36,5 m²",2013,1 080 €/kk 
Kivipadontie 6h B,60.233337,24.948913,3h+kt,3,0,60 m²,2023,1 250 €/kk 
Kalasatamankatu 9 A,60.1876318,24.9797117,3h+k+kph+s+wc+vh+vih.,3,1,102 m²,2019,3 000 €/kk 
Kauppakartanonkatu 7,60.2083714,25.0830885,"4h, avokeittiö, kh, wc, vh, kh",4,0,105 m²,2015,2 395 €/kk 
Maaherrantie 34 A,60.2309053,24.9729067,1h+avok+kph+lasitettu parveke,1,0,"31,5 m²",2023,789 €/kk 
Pihlajatie 38,60.1954333,24.8991396,"2h,kk,kh",2,0,37 m²,1945,895 €/kk 
Agricolankuja 2 C,60.1847204,24.954684,1h+k+kph,1,0,38 m²,1927,858 €/kk 
Vuotie 49a A,60.2072362,25.1496668,3h+kt+s,3,1,"61,5 m²",2023,1 550 €/kk 
Lokkalantie 14,60.1992607,24.8797262,"2h avokeittiö, vh, kh",2,0,"50,5 m²",1967,1 215 €/kk 
Malminkatu 36 B,60.16808149999999,24.9255101,2h+k,2,0,"52,5 m²",1928,1 117 €/kk 
Hiekkalaiturintie 3 A,60.2026832,25.1424619,2h+kk+kph+s+p,2,1,"49,5 m²",1994,875 €/kk 
Maurinkatu 4 C,60.1738098,24.9594297,2h+k+kph,2,0,"54,6 m²",1911,1 150 €/kk 
Huopalahdentie 31 A,60.20868650000001,24.8797181,1h+kt,1,0,31 m²,2023,925 €/kk 
Retkeilijänkatu 15 A,60.20519539999999,25.1263504,3H+KT+P,3,0,"64,5 m²",2020,1 332 €/kk 
Huopalahdentie 31 A,60.20868650000001,24.8797181,2h+kt,2,0,35 m²,2023,965 €/kk 
Eteläinen Hesperiankatu 18,60.1767926,24.9241665,1H+KT,1,0,26 m²,1935,949 €/kk 
Laivalahdenkaari 19,60.1872578,25.0353761,1H+KT,1,0,"30,5 m²",1998,839 €/kk 
Näyttelijäntie 24 H,60.23249769999999,24.8925323,1h+kt,1,0,25 m²,1959,739 €/kk 
Leikkikuja 2b,60.2411155,25.0843591,2H+K,2,0,"47,5 m²",2015,1 009 €/kk 
Tapulikaupungintie  13,60.27708680000001,25.0351375,3H+K+S,3,1,70 m²,2000,1 195 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,2h+kt,2,0,41 m²,2023,1 217 €/kk 
Vuotie 49b A,60.2072849,25.1505648,4h+kt+s,4,1,"81,5 m²",2022,1 750 €/kk 
Fredikanterassi 7 D,60.19829639999999,24.9285576,2 h + avokeittiö + parveke,2,0,"45,5 m²",2020,1 790 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,1h+kt,1,0,28 m²,2023,972 €/kk 
Anianpellontie 4 B,60.251906,25.0039377,2h+k+kph+sauna+lasitettu parve,2,1,45 m²,1985,860 €/kk 
Paahtajankuja 1 A,60.20616099999999,25.1493181,2h+kt,2,0,"42,5 m²",2016,943 €/kk 
Lokkalantie 14,60.1992607,24.8797262,"2h, kk, vh, kh",2,0,"35,8 m²",1967,915 €/kk 
Postiljooninkatu 17 B,60.2174506,24.9242351,2h+kt,2,0,"42,5 m²",2020,1 040 €/kk 
KOKKOKALLIONTIE 3 E,60.2287889,24.8515372,2h+kt,2,0,"38,5 m²",1974,880 €/kk 
Ristiretkeläistenkatu 2 A,60.2288277,24.9901529,1h+kt,1,0,42 m²,2021,1 020 €/kk 
Kivipadontie 6h A,60.233337,24.948913,2h+kt,2,0,51 m²,2023,1 065 €/kk 
Melkonkatu 12,60.1497186,24.8830812,2H+KK,2,0,41 m²,2010,1 128 €/kk 
Puuskarinne 7 A,60.1719871,25.0834677,4H+K+S,4,1,102 m²,1997,1 610 €/kk 
Huopalahdentie 31 A,60.20868650000001,24.8797181,1h+kt,1,0,33 m²,2023,955 €/kk 
PITÄJÄNMÄENTIE 35 L,60.2251597,24.8515827,4H+K,4,0,94 m²,1978,1 446 €/kk 
HUOPALAHDENTIE 29 A,60.20819849999999,24.8800612,2 H + KT,2,0,43 m²,2021,1 122 €/kk 
Näyttelijäntie 24 A,60.2315822,24.8923989,1h+kt,1,0,25 m²,1959,739 €/kk 
Näyttelijäntie 18 B,60.2307617,24.8946434,2h+kk+kph+vh,2,0,"43,5 m²",1957,795 €/kk 
Kustinpolku 17 B,60.218499,24.924674,1h+kt,1,0,28 m²,2023,845 €/kk 
Tulvaniityntie 4,60.2316869,24.9805074,"3 huonetta, keittiö, kylpyhuon",3,0,"77,5 m²",1997,1 185 €/kk 
Käenkuja 8,60.1852245,24.9655411,3H+K+S,3,1,"77,5 m²",2002,1 640 €/kk 
Tupavuori 1,60.1868074,25.0116539,4h+k+kph+parveke,4,0,84 m²,1961,1 820 €/kk 
Graniittitie 8 A,60.23313409999999,25.008575,4h+kt,4,0,80 m²,1963,1 325 €/kk 
Kytösuontie 8 B,60.2058612,24.8954952,"4h, avok. p (yj:n mukaan 4h + ",4,0,"87,5 m²",1991,1 550 €/kk 
Kivipadontie 6h B,60.233337,24.948913,3h+kt,3,0,60 m²,2023,1 280 €/kk 
Lokkisaarentie 5 G,60.21617029999999,25.1441784,2h+k+kph+vh+lp,2,0,55 m²,1965,729 €/kk 
Korvatunturintie 6 B 67,60.23762310000001,25.1179973,1H+KT,1,0,"31,5 m²",2019,760 €/kk 
Taidemaalarinkatu 5 C,60.26195269999999,24.8911815,2h+kt,2,0,44 m²,2016,895 €/kk 
Laivalahdenkaari 19,60.1872578,25.0353761,2H+KK+S,2,1,"55,5 m²",1998,1 070 €/kk 
Laurinniityntie 17 a B,60.2325253,24.875309,"2 h, kk, kph, s, parv",2,1,50 m²,1991,900 €/kk 
Näyttelijäntie 24 H,60.23249769999999,24.8925323,2h+kt,2,0,"49,5 m²",1959,999 €/kk 
HENRIKINTIE 5 C,60.2263902,24.8509756,1h+avok+alkovi,1,0,34 m²,1978,770 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,1h+kt,1,0,28 m²,2023,972 €/kk 
Hilapellontie 4,60.2402738,24.8373125,2H+KK,2,0,"42,5 m²",1969,829 €/kk 
Kotkankatu 9,60.1922188,24.9437842,2H+KT,2,0,"38,5 m²",1957,1 145 €/kk 
Capellan puistotie 21 A,60.18919199999999,24.9821115,1h+kt,1,0,"31,5 m²",2020,949 €/kk 
Paasikivenkatu 4-6,60.18710249999999,24.9119121,"2h, k, kph, p",2,0,40 m²,1931,2 814 €/kk 
Pajupillintie 28,60.24312149999999,24.8871049,"3h,k,kh",3,0,75 m²,1963,1 090 €/kk 
Leppäsuonkatu 4 A,60.169273,24.9250829,2h + k + rt + kph + vh + parv.,2,0,63 m²,2001,1 150 €/kk 
Tuulensuuntori 1 C 95,60.1899981,24.9669551,2h+kk+s+lasitettu parv,2,1,"51,5 m²",2008,1 120 €/kk 
Korppaanmäentie 2,60.20304249999999,24.8980564,3H+K,3,0,"74,5 m²",1989,1 390 €/kk 
Albertinkatu 27b,60.1644004,24.9333744,4h+kt+2xkph +p+s+khh,4,1,"110,8 m²",2016,3 450 €/kk 
Vuotie 49a A,60.2072362,25.1496668,3h+kt,3,0,"61,5 m²",2023,1 360 €/kk 
Näyttelijäntie 24 F,60.2315822,24.8923989,3h+kt,3,0,63 m²,1959,1 229 €/kk 
Von Daehnin katu 11,60.2311509,25.0444668,3H+KK+S,3,1,"67,5 m²",2008,"1227,88 €/kk "
Kantelettarentie 15,60.24123319999999,24.8847953,2H+KT,2,0,"42,5 m²",2019,990 €/kk 
Kustinpolku 17 A,60.218499,24.924674,1h+kt,1,0,"28,5 m²",2023,841 €/kk 
Yliskyläntie 2 C,60.1809921,25.0510924,2H+KK+S,2,1,"41,5 m²",1996,842 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,2h+kt,2,0,"38,5 m²",2023,1 240 €/kk 
Ida Aalbergin tie 1a C,60.2309655,24.8999958,1h,1,0,"17,83 m²",1970,315 €/kk 
Saanatunturintie 2,60.23510539999999,25.1270304,2h+k,2,0,55 m²,1973,950 €/kk 
Kustaankatu 6,60.188701,24.9556715,2h+k+kh,2,0,61 m²,1931,1 190 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,3h+kt,3,0,52 m²,2023,1 829 €/kk 
Puotilantie 1 F,60.2082427,25.1009172,2h+k+kph+lasitettu p,2,0,"57,5 m²",1961,665 €/kk 
Vinsentinaukio 4,60.18010150000001,24.9747363,2H+KT,2,0,44 m²,2021,1 298 €/kk 
Pohjoisranta 24 C,60.17586170000001,24.9600766,3h+k,3,0,"70,5 m²",1961,1 550 €/kk 
Von Daehnin katu 11,60.2311509,25.0444668,2H+KK,2,0,"45,5 m²",2008,"919,56 €/kk "
Annankatu 22,60.1666896,24.9369512,"5h,k,kph, 2wc, et, kph, vh",5,0,170 m²,1928,3 490 €/kk 
Kirkkokatu 5 B,60.1710672,24.9575541,2h+k+täyskorkea parvi,2,0,"80,5 m²",1911,2 200 €/kk 
Helsinginkatu 34,60.18629839999999,24.9459448,2h + k + s,2,1,"64,5 m²",1959,1 650 €/kk 
Punavuorenkatu 16 E,60.16049,24.9362698,"2h, avok, kph, terassi",2,0,68 m²,1906,1 950 €/kk 
Merimiehenkatu 37 A,60.1598036,24.9360932,2h+kk+kph+eteinen,2,0,39 m²,1938,1 049 €/kk 
Näyttelijäntie 24 C,60.23205480000001,24.8926067,1h+kt,1,0,25 m²,1959,739 €/kk 
Vuotie 49a A,60.2072362,25.1496668,3h+kt,3,0,"60,5 m²",2023,1 350 €/kk 
Ounasvaarantie 1 c,60.2373323,25.1155423,"4h, k, kph, vh, lasitettu parveke",4,0,10 m²,1974,450 €/kk 
Mäkelänkatu 36,60.19495449999999,24.9553476,1h+kk+kph,1,0,21 m²,1938,750 €/kk 
Kiillekuja 4 A,60.2323588,25.0077249,2h+k,2,0,"57,5 m²",1963,839 €/kk 
Niemenmäentie 8 A,60.2052756,24.8834364,2h + avok + 2 x lasit.p,2,0,44 m²,1962,1 100 €/kk 
Laivalahden puistotie 5,60.18900069999999,25.032075,2H+KK,2,0,"44,5 m²",2001,1 040 €/kk 
Laivalahdenkaari 18,60.1886986,25.0376115,3H+KT+S,3,1,"74,5 m²",1995,"1255,16 €/kk "
Capellan Puistotie 2 B,60.1828515,24.9815516,4h+k+s+wc+las.parv (YJ:n mukaa,4,1,"95,5 m²",2015,2 250 €/kk 
Siltakylänkuja 6,60.2694582,24.9864027,5h+avok+khh+kph+wc+s+parveke+r,5,1,142 m²,2021,2 600 €/kk 
Pajuniityntie 3-5 B,60.2170748,24.905744,2h+kt,2,0,56 m²,2016,1 112 €/kk 
Porvoonkatu 3 F,60.1889993,24.9515153,2h+kk+kph+lasit.p,2,0,42 m²,1961,897 €/kk 
Iso Roobertinkatu 30,60.1626315,24.9401981,1H+KT,1,0,22 m²,2018,948 €/kk 
Hela-aukio 4,60.2550611,25.0189062,3H+K,3,0,"63,5 m²",2010,1 287 €/kk 
Kotkankatu 9,60.1922188,24.9437842,1H+KT,1,0,29 m²,1957,960 €/kk 
Ryytimaantie 19,60.2172647,24.900285,1h+p,1,0,27 m²,1961,725 €/kk 
Iiluodontie 9 A,60.2061077,25.1455707,2h+k+s,2,1,"57,5 m²",2006,1 259 €/kk 
Bulevardi 12,60.1653369,24.9406766,"2h, ak, kph, wc",2,0,40 m²,2016,3 000 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,3h+kt,3,0,"52,5 m²",2023,1 844 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,1h+kt,1,0,"35,5 m²",2023,1 049 €/kk 
Eteläinen Hesperiankatu 20,60.1766582,24.9235627,"3h, k, kph, wc",3,0,80 m²,1938,3 377 €/kk 
Vanha Helsingintie 20,60.24848129999999,25.0094426,3H+KT,3,0,83 m²,2023,1 288 €/kk 
Työpajankatu 6,60.1892085,24.9757517,2h+kt+ransk.,2,0,39 m²,2022,1 219 €/kk 
Kivipadontie 6h A,60.233337,24.948913,3h+kt,3,0,57 m²,2023,1 265 €/kk 
Haagan Pappilantie 2,60.2185209,24.8954471,2h+k,2,0,"46,5 m²",1969,920 €/kk 
Papinpöydänkuja 3,60.180809,24.85182,3H+KT,3,0,"54,5 m²",2023,1 420 €/kk 
Märssykuja 1,60.2051443,25.1175504,2H+K,2,0,"58,5 m²",1991,"883,01 €/kk "
Retkeilijänkatu 15 A,60.20519539999999,25.1263504,3H+KT+P,3,0,"64,5 m²",2020,1 363 €/kk 
Korkeavuorenkatu 2a,60.15977770000001,24.946434,2H+KK,2,0,36 m²,1937,1 247 €/kk 
Kustinpolku 17 B,60.218499,24.924674,1h+kt,1,0,28 m²,2023,845 €/kk 
Tapulikaupungintie  13,60.27708680000001,25.0351375,2H+KK+S,2,1,"43,5 m²",2000,885 €/kk 
Pohjoiskaari 2 A,60.15890210000001,24.8922239,"2h, k, kph, s, p",2,1,64 m²,1985,1 300 €/kk 
Karibianranta 4,60.15557679999999,24.9065286,1h + avokeittiö + parveke,1,0,29 m²,2020,1 200 €/kk 
Vinsentinaukio 4,60.18010150000001,24.9747363,2H+KT,2,0,53 m²,2021,1 370 €/kk 
Harjukatu 4 A,60.18793590000001,24.9577813,2h+k+kph,2,0,"36,8 m²",1940,899 €/kk 
Jännetie 1 A,60.22703869999999,24.8552495,"4 h, k, kph, wc, vh, parveke",4,0,"91,5 m²",1972,1 450 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,4h+kt,4,0,73 m²,2023,2 390 €/kk 
Tanhuantie 1,60.23677379999999,25.0953764,3H+K,3,0,73 m²,1964,1 115 €/kk 
Henrik Borgströmin tie 2,60.17461729999999,25.0374962,1H+KT,1,0,29 m²,2019,799 €/kk 
Ryytikuja 1-3 N,60.18353140000001,25.0527831,2h+k+kph+lasit.terassi+piha,2,0,"53,5 m²",1975,890 €/kk 
Allonhalkoja 5D,60.1817764,24.9788016,1h + kt + parveke + terassi,1,0,"28,5 m²",2020,975 €/kk 
Tähtisadeaukio 1,60.206372,25.075189,3H+KT+S,3,1,65 m²,1998,1 320 €/kk 
Lapinrinne 2 F,60.16613149999999,24.9265134,"1h,k,kph,parveke",1,0,30 m²,1979,920 €/kk 
Katontekijänkuja 1,60.2529528,25.0232631,2H+KT,2,0,"47,5 m²",2013,990 €/kk 
Huopalahdentie 31 A,60.20868650000001,24.8797181,3h+kt+s,3,1,"72,5 m²",2023,1 650 €/kk 
Kustaankatu 8 A,60.1889532,24.9555972,1h+k+kph+alkovi,1,0,43 m²,1938,930 €/kk 
Laivalahdenkaari 19,60.1872578,25.0353761,2H+KT+S,2,1,79 m²,1998,1 150 €/kk 
Kauppakartanonkatu 14,60.2083623,25.0849751,1H+KK,1,0,"27,5 m²",1977,788 €/kk 
Lapinmäentie 8,60.20797200000001,24.8820419,1H+KT,1,0,25 m²,2023,810 €/kk 
Ulvilantie 27d,60.20859050000001,24.8756693,"3h, k, vh, kh, lasitettu parve",3,0,"65,5 m²",1957,1 190 €/kk 
Itälahdenkatu 14,60.1508109,24.880469,2H+KT,2,0,"47,5 m²",1982,1 208 €/kk 
LINNANKOSKENKATU 4 B,60.1852943,24.9199337,2H+K,2,0,71 m²,1937,1 625 €/kk 
Mannerheimintie 170,60.2035984,24.8985839,"1h, ak, kph, wc",1,0,39 m²,2018,2 596 €/kk 
Töölönkatu 30 a A,60.178553,24.926149,"2h, k, kph, wc",2,0,58 m²,1936,1 250 €/kk 
Ida Aalbergin tie 2 B,60.2302513,24.9017185,1h+kk,1,0,27 m²,1959,685 €/kk 
PITÄJÄNMÄENTIE 35 A,60.22563879999999,24.849538,3H+K,3,0,"74,5 m²",1978,1 215 €/kk 
Huopalahdentie 31 A,60.20868650000001,24.8797181,1h+kt,1,0,"28,5 m²",2023,920 €/kk 
Neljäs linja 3-5,60.1822076,24.9531923,2H+KK,2,0,"48,5 m²",1946,1 100 €/kk 
Läntinen Brahenkatu 12,60.1890516,24.9478747,1H+K,1,0,"28,5 m²",1941,850 €/kk 
Gustav Pauligin katu 5a B,60.206121,25.150977,2h+kt,2,0,35 m²,2022,870 €/kk 
Linnankoskenkatu 8 A,60.1852728,24.9188816,2h+kk+kph,2,0,27 m²,1937,775 €/kk 
Lapinmäentie 8,60.20797200000001,24.8820419,1H+KT,1,0,"25,5 m²",2023,810 €/kk 
Tyynenmerenkatu 5,60.1581676,24.9214932,2H+KK,2,0,"47,5 m²",2012,1 222 €/kk 
Välimerenkatu 8,60.15959009999999,24.9184003,2H+KT,2,0,41 m²,2017,1 195 €/kk 
Taidemaalarinkatu 5 B,60.26187669999999,24.891077,2h+kt,2,0,"43,5 m²",2016,845 €/kk 
Kokkokalliontie 9 J,60.2305905,24.8516331,1h+kt+alk+p,1,0,"34,5 m²",2014,799 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,1h+kt,1,0,"28,5 m²",2023,998 €/kk 
Pajamäentie 14 A,60.2182132,24.8548788,"1h, kk, kph",1,0,24 m²,1958,650 €/kk 
Korppaanmäentie 1 C,60.20332430000001,24.8983311,3h+k+s,3,1,78 m²,1990,1 325 €/kk 
Tapulikaupungintie  13,60.27708680000001,25.0351375,3H+K+S,3,1,62 m²,2000,1 130 €/kk 
Trumpettitie 6,60.2391573,24.8683255,4h+k+kph ,4,0,75 m²,1978,579 €/kk 
Huopalahdentie 31 A,60.20868650000001,24.8797181,2h+kt,2,0,34 m²,2023,950 €/kk 
Retkeilijänkatu 15 B,60.20519539999999,25.1263504,3H+KT+P,3,0,"67,5 m²",2020,1 424 €/kk 
Leonkatu 21,60.1845736,24.9831232,2H+KT,2,0,44 m²,2016,1 349 €/kk 
Apartment (Call 0400280999),60.16985569999999,24.938379,"2 bedroom, 1 living room",2,0,73 m²,1967,1 129 €/kk 
Melkonkatu 12,60.1497186,24.8830812,3H+K+S,3,1,63 m²,2010,1 629 €/kk 
Tulvaniityntie 4,60.2316869,24.9805074,"2h, keittiö, kylpyhuone, parve",2,0,61 m²,1997,990 €/kk 
Kauppalantie 13 D,60.2119459,24.8983054,2h+avok+kph+lasitettu p,2,0,33 m²,1963,849 €/kk 
Työpajankatu 17,60.18752689999999,24.9807141,2H+KT,2,0,49 m²,2022,1 510 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,4h+kt,4,0,"73,5 m²",2023,2 500 €/kk 
Kirsitie 4 B,60.26895799999999,25.0711481,2h+k+s,2,1,57 m²,1996,988 €/kk 
Merikorttikuja 4 B 37,60.21647229999999,25.130057,2h+kk+lasitettu parv.,2,0,"44,5 m²",2007,870 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,2h+kt,2,0,"38,5 m²",2023,1 237 €/kk 
SUUNNITTELIJANKATU 4 B,60.1952799,25.034364,1 H + KT,1,0,30 m²,2020,911 €/kk 
Niittaajankatu 5 B,60.1912001,25.0283711,2h+kk+s,2,1,41 m²,2001,929 €/kk 
Paahtajankuja 1 A,60.20616099999999,25.1493181,1h+kt,1,0,"41,5 m²",2016,934 €/kk 
Koskustie 4,60.25316840000001,24.8549697,2H+KK,2,0,"49,5 m²",1983,"889,61 €/kk "
Vanhanlinnantie 3 E,60.2144268,25.0881095,3h+k+p,3,0,75 m²,2011,1 260 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,1h+kt,1,0,27 m²,2023,911 €/kk 
Vuotie 49b A,60.2072849,25.1505648,2h+kt,2,0,40 m²,2022,980 €/kk 
Livornonkatu 3,60.15804199999999,24.9147732,2H+KT,2,0,"40,5 m²",2017,1 190 €/kk 
Fregatti Dygdenin kuja 5,60.1812633,24.9755761,1H+KT,1,0,"36,5 m²",2021,1 020 €/kk 
Rekipellontie 2 C 39,60.23833519999999,25.0991291,2h+k+lasitettu parveke,2,0,"59,5 m²",1991,945 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,1h+kt,1,0,34 m²,2023,975 €/kk 
Artturi Kannistontie 3,60.2186098,24.8976615,2h +keittiö,2,0,44 m²,1958,870 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,2h+kt,2,0,"37,5 m²",2023,1 200 €/kk 
Lutherinkatu 2 B,60.1732652,24.9267641,1h+kt+kph,1,0,"25,4 m²",1924,950 €/kk 
